id,user,uid,version,changeset,timestamp
29589574,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:38Z
29589578,mterry,409119,3,41595736,2016-08-21T15:21:58Z
29589580,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:38Z
29589592,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:39Z
29589595,jremillard-massgis,1137433,6,17726512,2013-09-08T03:51:39Z
29589598,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:40Z
29589601,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:40Z
29589604,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:40Z
29589609,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:40Z
29589611,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:41Z
29589615,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:41Z
29589617,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:41Z
29589621,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:41Z
29589624,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:41Z
29589630,jremillard-massgis,1137433,3,17726512,2013-09-08T03:51:42Z
29589640,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:42Z
29589643,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:43Z
29589645,jremillard-massgis,1137433,3,17726512,2013-09-08T03:51:43Z
29589647,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:43Z
29589658,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:44Z
29589662,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:44Z
29589667,jremillard-massgis,1137433,2,17726512,2013-09-08T03:51:44Z
29589670,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:50Z
29589677,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:51Z
29589682,jremillard-massgis,1137433,4,17726526,2013-09-08T03:51:51Z
29589685,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:51Z
29589690,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:51Z
29589693,crschmidt,1034,1,729168,2009-01-04T18:53:22Z
29589697,sebastic,665748,3,48277481,2017-04-30T09:54:23Z
29589703,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:52Z
29589708,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:52Z
29589711,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:52Z
29589718,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:53Z
29589722,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:53Z
29589726,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:53Z
29589731,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:54Z
29589735,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:54Z
29589746,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:54Z
29589751,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:54Z
29589756,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:55Z
29589766,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:55Z
29589777,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:56Z
29589780,jremillard-massgis,1137433,3,17726526,2013-09-08T03:51:56Z
29589789,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:57Z
29589798,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:57Z
29589800,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:57Z
29589803,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:57Z
29589809,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:58Z
29589816,Alexey Lukin,485808,3,44653970,2016-12-25T00:05:43Z
29589819,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:58Z
29589825,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:59Z
29589831,jremillard-massgis,1137433,3,17726526,2013-09-08T03:51:59Z
29589834,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:59Z
29589836,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:59Z
29589838,jremillard-massgis,1137433,2,17726526,2013-09-08T03:51:59Z
29589842,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:00Z
29589845,jremillard-massgis,1137433,4,17726526,2013-09-08T03:52:00Z
29589847,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:00Z
29589851,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:00Z
29589857,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:00Z
29589871,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:01Z
29589878,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:01Z
29589889,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:02Z
29589896,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:02Z
29589903,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:02Z
29589916,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:03Z
29589921,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:03Z
29589932,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:03Z
29589940,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:04Z
29589942,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:04Z
29589945,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:04Z
29589949,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:04Z
29589952,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:04Z
29589957,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:05Z
29589963,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:05Z
29589970,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:05Z
29589975,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:06Z
29589980,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:06Z
29589984,jremillard-massgis,1137433,3,17726526,2013-09-08T03:52:06Z
29589988,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:07Z
29589995,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:07Z
29590000,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:07Z
29590004,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:08Z
29590006,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:08Z
29590013,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:08Z
29590020,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:09Z
29590024,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:09Z
29590027,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:09Z
29590032,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:09Z
29590036,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:10Z
29590049,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:10Z
29590053,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:10Z
29590056,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:10Z
29590061,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:11Z
29590068,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:11Z
29590071,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:11Z
29590073,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:11Z
29590083,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:11Z
29590088,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:12Z
29590095,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:12Z
29590104,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:13Z
29590108,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:13Z
29590110,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:13Z
29590118,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:14Z
29590122,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:14Z
29590126,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:15Z
29590129,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:15Z
29590132,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:15Z
29590134,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:15Z
29590142,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:16Z
29590151,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:16Z
29590155,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:17Z
29590159,jremillard-massgis,1137433,3,17726526,2013-09-08T03:52:17Z
29590161,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:17Z
29590163,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:17Z
29590168,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:17Z
29590171,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:17Z
29590174,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:18Z
29590176,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:18Z
29590178,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:18Z
29590182,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:18Z
29590185,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:18Z
29590187,jremillard-massgis,1137433,3,17726526,2013-09-08T03:52:19Z
29590193,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:19Z
29590197,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:19Z
29590204,jremillard-massgis,1137433,3,17726526,2013-09-08T03:52:20Z
29590206,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:20Z
29590208,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:20Z
29590211,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:21Z
29590217,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:21Z
29590222,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:21Z
29590229,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:22Z
29590234,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:22Z
29590237,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:22Z
29590247,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:23Z
29590255,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:23Z
29590259,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:23Z
29590262,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:23Z
29590269,OceanVortex,354704,3,26173571,2014-10-18T16:27:22Z
29590275,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:24Z
29590277,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:24Z
29590279,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:24Z
29590286,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:25Z
29590290,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:25Z
29590294,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:25Z
29590298,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:25Z
29590305,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:26Z
29590315,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:27Z
29590320,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:27Z
29590326,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:28Z
29590329,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:28Z
29590331,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:28Z
29590344,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:29Z
29590350,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:29Z
29590353,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:29Z
29590355,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:30Z
29590358,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:30Z
29590362,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:30Z
29590374,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:31Z
29590383,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:31Z
29590390,OceanVortex,354704,3,26173825,2014-10-18T16:41:38Z
29590401,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:31Z
29590405,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:32Z
29590418,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:32Z
29590423,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:32Z
29590432,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:33Z
29590451,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:34Z
29590453,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:34Z
29590456,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:34Z
29590460,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:34Z
29590463,jremillard-massgis,1137433,5,17726526,2013-09-08T03:52:34Z
29590465,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:35Z
29590471,jremillard-massgis,1137433,4,17726526,2013-09-08T03:52:35Z
29590476,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:35Z
29590480,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:35Z
29590482,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:35Z
29590485,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:36Z
29590490,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:36Z
29590502,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:37Z
29590505,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:37Z
29590509,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:37Z
29590523,andrn,4281881,3,40845485,2016-07-18T23:25:23Z
29590526,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:39Z
29590529,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:39Z
29590531,Sara Beth,1815394,3,19056601,2013-11-22T15:40:54Z
29590537,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:39Z
29590541,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:40Z
29590549,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:40Z
29590552,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:40Z
29590557,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:41Z
29590565,jremillard-massgis,1137433,3,17726526,2013-09-08T03:52:41Z
29590570,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:41Z
29590573,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:41Z
29590577,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:42Z
29590579,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:42Z
29590582,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:42Z
29590584,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:42Z
29590591,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:42Z
29590593,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:43Z
29590599,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:43Z
29590602,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:43Z
29590605,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:43Z
29590611,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:44Z
29590620,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:44Z
29590629,jremillard-massgis,1137433,3,17726526,2013-09-08T03:52:45Z
29590632,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:45Z
29590638,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:46Z
29590645,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:46Z
29590651,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:47Z
29590653,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:47Z
29590655,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:47Z
29590660,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:47Z
29590670,wambag,326503,3,28598144,2015-02-03T22:53:46Z
29590672,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:48Z
29590675,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:48Z
29590678,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:48Z
29590682,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:48Z
29590693,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:49Z
29590696,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:49Z
29590699,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:50Z
29590702,jremillard-massgis,1137433,3,17726526,2013-09-08T03:52:50Z
29590706,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:50Z
29590713,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:50Z
29590718,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:51Z
29590720,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:51Z
29590724,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:51Z
29590729,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:52Z
29590735,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:52Z
29590745,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:53Z
29590747,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:53Z
29590749,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:53Z
29590753,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:53Z
29590757,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:53Z
29590761,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:53Z
29590766,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:54Z
29590769,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:54Z
29590773,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:54Z
29590775,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:54Z
29590781,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:55Z
29590787,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:54Z
29590791,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:55Z
29590796,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:56Z
29590800,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:56Z
29590803,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:56Z
29590809,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:56Z
29590816,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:57Z
29590820,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:57Z
29590825,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:58Z
29590829,jremillard-massgis,1137433,3,17726526,2013-09-08T03:52:58Z
29590833,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:58Z
29590840,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:58Z
29590842,Gabriel Ehrnst Grundin,3253363,4,37626327,2016-03-05T12:14:57Z
29590845,jremillard-massgis,1137433,2,17726526,2013-09-08T03:52:59Z
29590860,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:00Z
29590869,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:00Z
29590873,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:01Z
29590877,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:01Z
29590881,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:01Z
29590888,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:02Z
29590893,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:02Z
29590897,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:02Z
29590902,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:02Z
29590908,Thia564,2893052,5,40846508,2016-07-19T02:11:36Z
29590920,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:03Z
29590926,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:04Z
29590930,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:04Z
29590932,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:04Z
29590937,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:04Z
29590940,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:04Z
29590947,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:05Z
29590952,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:05Z
29590954,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:05Z
29590959,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:05Z
29590965,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:06Z
29590969,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:06Z
29590979,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:06Z
29590988,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:07Z
29590990,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:07Z
29590995,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:08Z
29591006,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:08Z
29591009,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:08Z
29591017,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:09Z
29591021,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:09Z
29591024,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:08Z
29591027,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:09Z
29591036,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:10Z
29591047,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:10Z
29591061,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:10Z
29591067,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:11Z
29591074,pkoby,999995,3,43687056,2016-11-16T02:39:13Z
29591076,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:11Z
29591091,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:11Z
29591096,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:12Z
29591104,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:12Z
29591107,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:12Z
29591113,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:12Z
29591132,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:14Z
29591140,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:14Z
29591143,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:14Z
29591146,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:14Z
29591150,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:15Z
29591154,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:15Z
29591160,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:15Z
29591165,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:15Z
29591173,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:16Z
29591182,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:17Z
29591194,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:17Z
29591200,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:17Z
29591207,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:18Z
29591215,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:18Z
29591219,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:18Z
29591231,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:19Z
29591241,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:19Z
29591253,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:20Z
29591256,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:18Z
29591259,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:20Z
29591264,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:21Z
29591269,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:21Z
29591277,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:21Z
29591280,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:21Z
29591286,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:22Z
29591289,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:22Z
29591296,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:23Z
29591302,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:23Z
29591318,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:24Z
29591321,jremillard-massgis,1137433,3,17726526,2013-09-08T03:53:24Z
29591325,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:24Z
29591331,jremillard-massgis,1137433,3,17726526,2013-09-08T03:53:24Z
29591333,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:24Z
29591337,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:25Z
29591343,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:25Z
29591350,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:25Z
29591355,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:26Z
29591367,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:27Z
29591374,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:27Z
29591376,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:27Z
29591381,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:27Z
29591389,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:28Z
29591398,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:28Z
29591400,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:28Z
29591410,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:29Z
29591418,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:29Z
29591422,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:30Z
29591427,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:30Z
29591434,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:30Z
29591440,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:30Z
29591449,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:31Z
29591457,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:31Z
29591460,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:31Z
29591468,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:32Z
29591471,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:32Z
29591474,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:33Z
29591477,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:33Z
29591481,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:33Z
29591489,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:34Z
29591493,mterry,409119,3,41919423,2016-09-05T01:17:24Z
29591500,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:34Z
29591503,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:34Z
29591508,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:34Z
29591519,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:35Z
29591523,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:36Z
29591529,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:36Z
29591540,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:36Z
29591546,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:36Z
29591548,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:36Z
29591552,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:37Z
29591554,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:37Z
29591556,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:37Z
29591560,jremillard-massgis,1137433,2,17726526,2013-09-08T03:53:37Z
